Hotel_Name,Hotel_Rating,City,Hotel_Price,Feature
Rks Beachfront,4.8,mangalore,4116.0,"Free Wi-Fi,Free parking,Pool,Beach access,Bar,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Manorama,4.0,mangalore,1237.0,"3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0"
Grand Plaza Hotel,3.9,mangalore,2580.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Kid-friendly,0"
Hotel Ganga Sagar,4.3,mangalore,1348.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free"
"Vivanta Mangalore, Old Port Road",4.2,mangalore,6891.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
Hotel Mangalore International,3.8,mangalore,1362.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly"
Cosmo Lodge,3.8,mangalore,887.0,"Free Wi-Fi,Paid parking,Air conditioning,Breakfast,Room service,Kitchen,Full-service laundry,Accessible,Kid-friendly"
The Sea View,4.2,mangalore,4777.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen"
Hotel Heraa International - The Heraa Inn,4.6,mangalore,2239.0,"0,0,0,0,0,0,0,0,0"
Hotel Poonja International,3.5,mangalore,1677.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
THE OCEAN PEARL INN,4.3,mangalore,4106.0,"Free breakfast,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,0"
The Ocean Pearl,4.4,mangalore,5891.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Royal Plaza Suites,4.7,mangalore,4409.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,0"
Goldfinch Hote l Mangaluru,4.2,mangalore,4619.0,"Breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Paramount Suites & Service Apartments (Mangalore),4.5,mangalore,2464.0,"Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Business center,0"
Hotel Plaza Heights,4.6,mangalore,1937.0,"Free Wi-Fi,Free parking,Air conditioning,Smoke-free,0,0,0,0,0"
Woodlands Hotel,4.0,mangalore,1888.0,"Breakfast,Free parking,Wi-Fi,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0"
AJ Grand Hotel,4.5,mangalore,4620.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Hotel Ganga Sagar,4.3,mangalore,1348.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free"
The Sea View,4.2,mangalore,4936.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen"
Grand Mercure Mysore,4.5,mysore,7503.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Treebo Trend Akshaya Mahal Inn - Hotel in Mysore,4.2,mysore,5572.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kid-friendly,0"
Tulips Homestay | Studio Rooms & Wi-Fi,4.3,mysore,2195.0,"Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Lalitha Mahal Palace Hotel,4.3,mysore,5244.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
"Hotel Heritage Inn, Mysore",4.3,mysore,1967.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Hotel Garden City,3.6,mysore,715.0,"2-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Aishwarya Le Royal (Best Budget Hotel in Mysore),3.7,mysore,1048.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0"
Hotel Mayura Hoysala Mysuru,4.1,mysore,2419.0,"3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle"
Livaana (Formerly known as Vivaana),3.8,mysore,2193.0,"Breakfast,Free Wi-Fi,Free parking,Pool,Bar,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Sandesh The Prince,4.1,mysore,3008.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,mysore,4880.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Grand Mercure Mysore,4.5,mysore,6000.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Country Inn Mysore - Mosaic,4.5,mysore,4645.0,"0,0,0,0,0,0,0,0,0"
Hotel Sepoy Grande,4.0,mysore,1455.0,"3-star hotel,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,0"
Silent Shores Resort & Spa,4.3,mysore,6838.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Maya's Kings Kourt,4.1,mysore,1852.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
Rahee Bi Roambay,4.5,mysore,1398.0,"0,0,0,0,0,0,0,0,0"
REGALIA INN AND SUITES,4.0,mysore,1628.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry"
Hotel Kalyani,3.9,mysore,1288.0,"2-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Royal Tusker Luxury Service Apartments,4.9,mysore,2107.0,"Free Wi-Fi,Free parking,Air conditioning,Spa,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Accessible"
Grand Maurya Hotel & Resort,4.1,mysore,2828.0,"2-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Tulips Homestay Mysore,4.4,mysore,2387.0,"Sleeps 4,Airport shuttle,Cable TV,Wheelchair accessible,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator"
Hotel Mayura Hoysala Mysuru,4.1,mysore,2531.0,"3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle"
Hotel Sandesh The Prince,4.1,mysore,6551.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
LP Vilas,4.4,dehradun,5848.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Shahanshahi Adventure Park and Wellness Resort,4.2,dehradun,3207.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Bar"
The River's Edge Farm - A Boutique Stay,4.5,dehradun,6114.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Mango Tree Courtyard,4.7,dehradun,2285.0,"Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0"
Hyatt Regency Dehradun Resort and Spa,4.6,dehradun,20562.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
The Hosteller Dehradun,4.8,dehradun,1315.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,0,0,0"
Adidev Group of Homestays,4.6,dehradun,1005.0,"Breakfast,Free Wi-Fi,Paid parking,Kitchen,Full-service laundry,0,0,0,0"
Riverstone Cottages,4.0,dehradun,4686.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly"
Ramada by Wyndham,4.2,dehradun,6131.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
"Tree of Life Resort, Dehradun Foothills",4.5,dehradun,6176.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Rajpur Heights,4.0,dehradun,2169.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Bhagwant Villa - A terrace view,4.4,dehradun,2090.0,"Sleeps 4,1 bedroom,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board"
Fairfield by Marriott Dehradun,4.4,dehradun,11682.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
The Sal Woods - Forest Retreat and Spa,3.9,dehradun,6384.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Restaurant"
Old British House,4.7,dehradun,1923.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Business center"
LP Vilas,4.4,dehradun,4925.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Hotel JSR Continental,3.9,dehradun,3843.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Clarion Hotel Dehradun,4.4,dehradun,3728.0,"0,0,0,0,0,0,0,0,0"
Hotel Embassy Dehradun & The Trekkers Hostel,3.8,dehradun,1069.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Mango Tree Courtyard | Heritage Rooms with Wi-Fi,4.5,dehradun,3775.0,"Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Treebo Trend Elysee,3.8,dehradun,9035.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
Treebo Trend Blessing Bells,4.0,dehradun,9037.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Walisons Hotel,4.2,srinagar,3780.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,8991.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Zostel Srinagar,4.5,srinagar,1853.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0"
The Shelter Heritage A Boutique Hotel,4.5,srinagar,2510.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Golf,Full-service laundry"
Hotel Samar,4.2,srinagar,1669.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Smoke-free"
Jamal Resorts,4.0,srinagar,4215.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle"
Hotel Himalayan Resort,4.1,srinagar,3920.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen"
Hotel New Green View Srinagar (Ghulam),3.8,srinagar,723.0,"0,0,0,0,0,0,0,0,0"
Asian Park Hotel,3.8,srinagar,4456.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
The victory (A Boutique Hotel),4.0,srinagar,3686.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry"
Hotel Sultan Residency,4.6,srinagar,1848.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Royal Heritage,4.2,srinagar,3935.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry"
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,5142.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Floating Heritage Group,3.9,srinagar,1344.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center"
Hotel Kashmir Inn,3.9,srinagar,826.0,"2-star hotel,Free Wi-Fi,Paid parking,Pool,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Merlin Palace,4.8,srinagar,1344.0,"0,0,0,0,0,0,0,0,0"
Hotel Kashmir Hilltown,3.8,srinagar,1700.0,"3-star hotel,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0"
Hotel Zaryab,4.7,srinagar,5679.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible"
Hotel Meridien,4.0,srinagar,3632.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Lake Scene,3.4,srinagar,664.0,"0,0,0,0,0,0,0,0,0"
"The Orchard Retreat & Spa, Srinagar",4.3,srinagar,14172.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Radisson Hotel Srinagar,4.1,srinagar,14160.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service"
Centre Point,4.2,jamshedpur,4480.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,jamshedpur,1762.0,"Free Wi-Fi,Pool,Restaurant,Kitchen,Full-service laundry,0,0,0,0"
The Cruze,4.2,jamshedpur,5664.0,"0,0,0,0,0,0,0,0,0"
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4.0,jamshedpur,1384.0,"3-star hotel,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
The Bizton,4.5,jamshedpur,5550.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen"
Adarsh Guest House,4.5,jamshedpur,448.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
Ramada by Wyndham Jamshedpur,4.2,jamshedpur,5008.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
The Onyx Hotel - Hotel in Jamshedpur,4.3,jamshedpur,2284.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Trax International,4.7,jamshedpur,1972.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
The Altira Hotel,4.1,jamshedpur,1477.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly"
NOVANTA JAMSHEDPUR,4.4,jamshedpur,6689.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry"
Ginger Jamshedpur,4.0,jamshedpur,3135.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0"
"The Sonnet, Jamshedpur",4.3,jamshedpur,3554.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,jamshedpur,2668.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
Madhuban Motel,4.0,jamshedpur,2726.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Capsule Pod Hotel,4.4,jamshedpur,1073.0,"0,0,0,0,0,0,0,0,0"
Hotel Chandra,4.1,jamshedpur,729.0,"2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Business center,Kid-friendly,Smoke-free"
Hotel Grand Residency,4.0,jamshedpur,2281.0,"Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
Treebo Trend Pal Comfort - Hotel in Jamshedpur,4.2,jamshedpur,2142.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Gyani's Hotel,4.6,jamshedpur,1779.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free"
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,2158.0,"Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Ambience,3.9,gwalior,2191.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Hotel Solitaire Inn,3.9,gwalior,1372.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free"
Radisson Gwalior,4.3,gwalior,6160.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Hotel Countryside,3.1,gwalior,1230.0,"0,0,0,0,0,0,0,0,0"
The Empire Resort,4.3,gwalior,2785.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Spa,Restaurant,Room service,Kitchen"
Clarks Inn Suites Gwalior,4.4,gwalior,4280.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
The Moziac Hotel,4.0,gwalior,2116.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Spa,Restaurant,Room service,Kitchen,Full-service laundry"
"Taj Usha Kiran Palace, Gwalior",4.5,gwalior,20894.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Imperial Golf Resort and Wedding Lawns,4.5,gwalior,12458.0,"0,0,0,0,0,0,0,0,0"
Hotel Gold Inn,3.9,gwalior,2034.0,"Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,0,0"
Hotel Ambience,3.9,gwalior,2191.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Hotel Anand Palace,3.7,gwalior,1119.0,"3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry"
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,2116.0,"Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Royal Sunrise Resort,3.9,gwalior,3232.0,"Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,0"
Krishnam Guest House,4.0,gwalior,1115.0,"0,0,0,0,0,0,0,0,0"
Hotel Centella,4.1,gwalior,2567.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0"
Chaitanya Kalyan Guest House,3.7,gwalior,672.0,"0,0,0,0,0,0,0,0,0"
Dera Haveli Heritage Homestay,4.3,gwalior,4312.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Govind Niwas Home Stay,2.6,gwalior,1304.0,"Sleeps 8,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Clarks Inn Suites Gwalior,4.4,gwalior,4622.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
The Central Park Hotel,3.9,gwalior,5641.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Treebo Trend Baby Pearl,3.9,amravati,1909.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Hotel Gouri Inn,3.9,amravati,2225.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
Hotel Regency,4.1,amravati,969.0,"3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,0"
The Grand Mehfil,4.3,amravati,4021.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Maniratna Resort,4.0,amravati,3588.0,"0,0,0,0,0,0,0,0,0"
Hotel Rangoli Pearl,4.1,amravati,3130.0,"1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
The Grand Mehfil,3.9,amravati,3880.0,"0,0,0,0,0,0,0,0,0"
Hotel Gouri Inn,3.9,amravati,1940.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
Empire Stay,4.5,amravati,2808.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Four Season,3.5,amravati,2973.0,"0,0,0,0,0,0,0,0,0"
The Prime Park,4.3,amravati,3394.0,"0,0,0,0,0,0,0,0,0"
Treebo Trend Baby Pearl,3.9,amravati,1904.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Hotel Vandu International,4.0,amravati,2526.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
Hotel Rajdhani,4.0,amravati,1568.0,"Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Airport shuttle,Full-service laundry,Kid-friendly,0,0"
Hotel Excel Executive,3.8,amravati,1830.0,"3-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen"
Hotel Regency,4.1,amravati,1276.0,"3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free,0"
Hotel Rangoli Pearl,4.1,amravati,3130.0,"1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
"The Peerless Inn, Durgapur",4.0,durgapur,2589.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen"
The Citi Residenci Hotel,4.2,durgapur,2576.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service"
The Citi Residenci Hotel,4.2,durgapur,2473.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,Room service"
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,durgapur,5881.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
HOTEL GALAXY INN,3.6,durgapur,795.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
"The Peerless Inn, Durgapur",4.0,durgapur,2589.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen"
The Damodar Retreat,4.6,durgapur,2183.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Banerjee Inn- City Centre,4.1,durgapur,1764.0,"3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
City International Hotel,3.8,durgapur,1518.0,"3-star hotel,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,0"
Morvee Hotels Durgapur,4.4,durgapur,2245.0,"Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
Kalpana Inn,4.0,durgapur,1223.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
The Spices,4.0,durgapur,1663.0,"0,0,0,0,0,0,0,0,0"
Hotel Steel Regency,3.6,durgapur,1039.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Astor,4.3,durgapur,1992.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center"
Park prime hotel,3.9,durgapur,2388.0,"3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0"
OJAS HOTEL & RESORT,4.4,durgapur,1985.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
Kohinoor Hotel and Restaurant Benachity (A Legend since 1956),3.7,durgapur,1280.0,"0,0,0,0,0,0,0,0,0"
Hotel ASTOR,4.5,durgapur,2047.0,"Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
Morvee Hotels Durgapur,4.4,durgapur,2245.0,"Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
OJAS HOTEL & RESORT,4.4,durgapur,2046.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,2304.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center"
